Title,Name,Review text
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,eer H.,"This is really amazing, such a beautiful colour, very well packed, received on the very next day of order placement, great experience,"
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,****413,nice set and same colour as orderd. premium touch feel. all good and packing was very secure. nice
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,el A.,"I got this mobile on time and it is a good mobile, the specification is also very good and I am very satisfied with the seller."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,d R.,"I ordered phone from Daraz, received as shown. genuine product, only issue is with daraz delivery service. I received order after almost 10 days. launch a complaint, but no one at daraz had any details, they told me I'll be contacted by internal team but no response. Good seller and product, poor delivery quality."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ammad J.,"#11.11 ""I recently purchased a mobile from Daraz and had an excellent experience. The packaging was top-notch, delivery was on time, and the product arrived in perfect 10/10 condition. Highly satisfied!"" #11.11"
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,aqat,Thanks Daraz thanks seller bhut acha h orignal PTA sy approval h sirf warenty k bta din kaisy chek ho gi
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ammad Z.,Original Product hai. seal nhi lagi howe hoti. warranty Card B ni hota online warranty hai Packiging was Good Received Best Quality. Excellent services ❤ 👍 #11.11
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,eer H.,"This is really amazing, such a beautiful colour, very well packed, received on the very next day of order placement, great experience,"
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,em A.,Orignal product Non Active fast delivery 2days Market price sy price zaida ha but orignal non active chez ka alg maza ha market wala sasta sale to krty ha but repack hota ha bht khush hun mobile dek k
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,****413,nice set and same colour as orderd. premium touch feel. all good and packing was very secure. nice
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,el A.,"I got this mobile on time and it is a good mobile, the specification is also very good and I am very satisfied with the seller."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,an R.,First of all thanks for the faster delivery than I thought.. delivered the same product which I have ordered further packing is also good.
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ni,Received my phone today and i am very satisfied The product is very good and it also have warranty card ❤️
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,aqat H.,Very nice phone on good price. processing was little slow but reached me safely in good packing. thanks to Daraz and seller 👍
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,an M.,"After 3 months of usage, I am glad to share that, I received a genuine product and received the product in time. Highly recommended buyer, if you're looking forward to buying this device."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ni,Received my phone today and i am very satisfied The product is very good and it also have warranty card ❤️
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,aqat H.,Very nice phone on good price. processing was little slow but reached me safely in good packing. thanks to Daraz and seller 👍
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,an M.,"After 3 months of usage, I am glad to share that, I received a genuine product and received the product in time. Highly recommended buyer, if you're looking forward to buying this device."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ni,Received my phone today and i am very satisfied The product is very good and it also have warranty card ❤️
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,aqat H.,Very nice phone on good price. processing was little slow but reached me safely in good packing. thanks to Daraz and seller 👍
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,an M.,"After 3 months of usage, I am glad to share that, I received a genuine product and received the product in time. Highly recommended buyer, if you're looking forward to buying this device."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ni,Received my phone today and i am very satisfied The product is very good and it also have warranty card ❤️
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,aqat H.,Very nice phone on good price. processing was little slow but reached me safely in good packing. thanks to Daraz and seller 👍
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,an M.,"After 3 months of usage, I am glad to share that, I received a genuine product and received the product in time. Highly recommended buyer, if you're looking forward to buying this device."
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,ni,Received my phone today and i am very satisfied The product is very good and it also have warranty card ❤️
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,aqat H.,Very nice phone on good price. processing was little slow but reached me safely in good packing. thanks to Daraz and seller 👍
Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,an M.,"After 3 months of usage, I am glad to share that, I received a genuine product and received the product in time. Highly recommended buyer, if you're looking forward to buying this device."
Like New Phones - Used Apple iPhone X - Silver 256 GB - PTA Approved,an M.,Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah
Like New Phones - Used Apple iPhone X - Silver 256 GB - PTA Approved,an M.,Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah
Like New Phones - Used Apple iPhone X - Silver 256 GB - PTA Approved,an M.,Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah
Like New Phones - Used Apple iPhone X - Silver 256 GB - PTA Approved,an M.,Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah
Like New Phones - Used Apple iPhone X - Silver 256 GB - PTA Approved,an M.,Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ib R.,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,fMisbah,everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,aid K.,#11.11 sale main good mobile mil gaya hy market sy bhi sasta same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,shan K.,"phone was brand new, box packed, came in secure packaging,can't see the PTA sticker,, but seller said it is approved,, so i believe seller words😊."
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,iq A.,Got this in just Rs.26419 while market price is still Rs.30000. Thanks to Daraz 11.11 Exactly same as described. delivered in just 2 days. its my 4th cell phone purchase from Daraz. Amazing experience as always
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ha J.,Yr bht he sasta mila sale mai market mai 35 ka hai 128gb or wholesale mai bhi 31 se kam mai nahi hai or dosra non active hai vip hogia mene online check kia hai original packing mai tha thanks bhai jan
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ran A.,Buhat Acha Mobile hai 100% Original products thanks Daraz Thanks seller
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,*.,Mobile is the same as shown in the picture... Original product. Charger not available in the box.Satisfied with the product but delivery was far away from expectations
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ib R.,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ky,nice 👍 good mobile but delivery is to slow over All is very good
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,han,no charger no warranty card/ no any back cover only one mobile..
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,*5,PTA approved hai online warranty new set okay scene hai
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,****593,best mobile phone very good
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,sal T.,i can't believe the price is low and the package is original excellent seller ☺️
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ish K.,"mobile delivered in a good condition, realme is not providing charger with their sets. was worried about a comment mentioned in the review section, no such issues with my set. all good"
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,****593,best mobile phone very good
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,sal T.,i can't believe the price is low and the package is original excellent seller ☺️
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ish K.,"mobile delivered in a good condition, realme is not providing charger with their sets. was worried about a comment mentioned in the review section, no such issues with my set. all good"
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,****593,best mobile phone very good
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,sal T.,i can't believe the price is low and the package is original excellent seller ☺️
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ish K.,"mobile delivered in a good condition, realme is not providing charger with their sets. was worried about a comment mentioned in the review section, no such issues with my set. all good"
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,****593,best mobile phone very good
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,sal T.,i can't believe the price is low and the package is original excellent seller ☺️
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ish K.,"mobile delivered in a good condition, realme is not providing charger with their sets. was worried about a comment mentioned in the review section, no such issues with my set. all good"
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,****593,best mobile phone very good
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,sal T.,i can't believe the price is low and the package is original excellent seller ☺️
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,ish K.,"mobile delivered in a good condition, realme is not providing charger with their sets. was worried about a comment mentioned in the review section, no such issues with my set. all good"
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,ke E.,"I got what was shown, but I want to tell about the seller that my chat was not responded even after a couple of days, so please make your availability there so that the customer can place the order with full sitesify. Because the amount matters But my goal was to buy the product from there, so I took what I have and it is 💯 %authentic, and the warranty has not started yet, But the handsfree did not come out of the box, maybe not provided by the company. So the Overall experience was great and the seller is highly recommended. Thanks Daraz & Seller.🥰"
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,ar A.,Great Experience as usual and I have purchased many mobiles from DARAZ but this time get maximum discount in 11/11 Sales on Note 30 pro
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,r B.,Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,ma S.,"Acha mobile hai and same cheez delivered ki hai with fast delivery service, satisfied with daraz and seller, i bought many mobiles from daraz aj tak koi b mobile kharab nhe nikla, thanks daraz for maintenance of trust with customers. love from Rawalpindi"
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,r B.,Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty, A.,Nice Mobile at this price with special specs. Delivered late but overall services by daraz are good.. Thanks
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,esham,I received my parcel two days ago. genuine products hai ❤️❤️aur time pr delivered hua.😍 Dill khush ho gia cell dekh kr thank you so much bhai🥰
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,****905,buht acha phone ha original phone one year official warranty ha ❤❤
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,lan Z.,"#11.11 No doubt the phone is worth buying , color is awesome and the specs are too good. I hope it will continuously perform as it is doing now, I was afraid before buying as there was no any review about this phone on this seller, But Thanks for sending me original device."
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,end I.,real mobile set with complete box having wire charger wireless charger. jack pin with non active phone set. this is non active mobile set. i really very happy. thanks dear
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,hif K.,bahot acha mobile hy thanks daraz and seller
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty, U.,Pin packed and original product Recommended seller
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,*0,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,K.,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,oon A.,Recommended seller... awesome product
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,*0,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,K.,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,oon A.,Recommended seller... awesome product
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,*0,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,K.,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,oon A.,Recommended seller... awesome product
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,*0,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,K.,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,oon A.,Recommended seller... awesome product
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,*0,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,K.,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz
Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,oon A.,Recommended seller... awesome product
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ar I.,this is the initial review. the phone is the same as shown.good thing is that it is managed directly by Daraz. packaging was amazing. order came 1 day late only.
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ir Q.,Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,*4,"Camera satisfactory nh ha, Baki mobile ok ha"
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ir Q.,Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,*9,very good price comparison to Infinix note 30 pro which black market launch price 61k whereas selling it on 95k
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,eem A.,Product is good. well packed and everything included. Orignal product. Satisfied with the service. Delivery was on time.
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,had F.,"The phone is very good and in good price. Delivery was fast. Phone box was wrapped in bubble wrap, so it was safe. Satisfied with the seller."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,*n,"Authentic product in good price . Lightweight, camera is 50MP but quality is not that good. Camera rating 7/10. User interface is very versatile. Face id recognition is not as expected 7/10. At night in ful darkness it has difficultly in recognition. Speaker sound is good."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,m K.,Excellent quality. PTA approved. Fast delivery. Received less than 24 hours of order.
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,ed A.,"very good service fast delivery same as shown in photo, original product"
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,eeb S.,delivered within 2 days after use of 3 days mobile was good but warranty card is missing where is warranty card?
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,*7,"Mera Oder Monday Ko AA Gaya Tha Review Aj Kr Raha Hu Use Kr K, Mujay BHT Acha discount Mila Hai Jo Device Color Mangwaya Tha Wahi Milha hai Or May Full happy and Satisfied Hu Thanks Daraz Thanx Seller 😊❤️❤️❤️😊"
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,m R.,Good Quality fast delivery thanks for seller Good Quality
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,hif A.,"I am very happy from quick delivery,proper packing and mobile outlook. its very attractive. its touch very smooth."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,r I.,bot kamal ka cell ha ma ne 3rd order kia ha or 2 or order kru ga or fast delivery thi 3 aug 2023 ko order or 4 aug 2023 ko mil bi gya to good umeriqbal1023@gmail.com
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,m R.,Good Quality fast delivery thanks for seller Good Quality
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,hif A.,"I am very happy from quick delivery,proper packing and mobile outlook. its very attractive. its touch very smooth."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,r I.,bot kamal ka cell ha ma ne 3rd order kia ha or 2 or order kru ga or fast delivery thi 3 aug 2023 ko order or 4 aug 2023 ko mil bi gya to good umeriqbal1023@gmail.com
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,m R.,Good Quality fast delivery thanks for seller Good Quality
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,hif A.,"I am very happy from quick delivery,proper packing and mobile outlook. its very attractive. its touch very smooth."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,r I.,bot kamal ka cell ha ma ne 3rd order kia ha or 2 or order kru ga or fast delivery thi 3 aug 2023 ko order or 4 aug 2023 ko mil bi gya to good umeriqbal1023@gmail.com
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,m R.,Good Quality fast delivery thanks for seller Good Quality
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,hif A.,"I am very happy from quick delivery,proper packing and mobile outlook. its very attractive. its touch very smooth."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,r I.,bot kamal ka cell ha ma ne 3rd order kia ha or 2 or order kru ga or fast delivery thi 3 aug 2023 ko order or 4 aug 2023 ko mil bi gya to good umeriqbal1023@gmail.com
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,m R.,Good Quality fast delivery thanks for seller Good Quality
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,hif A.,"I am very happy from quick delivery,proper packing and mobile outlook. its very attractive. its touch very smooth."
Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,r I.,bot kamal ka cell ha ma ne 3rd order kia ha or 2 or order kru ga or fast delivery thi 3 aug 2023 ko order or 4 aug 2023 ko mil bi gya to good umeriqbal1023@gmail.com
Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,ul H.,highly recommend...
Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,ul H.,highly recommend...
Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,ul H.,highly recommend...
Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,ul H.,highly recommend...
Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,ul H.,highly recommend...
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*8,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*1,achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*8,Recieved at time same like shown in picture and i recmond this seller this is 2nd order of redme A2plus and i recieved a good packed and qulity wise produuct.Thanks
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ad H.,"I upgraded my stand by phone from A1+ to A2+. I received this phone in great packaging. Delivery was fast. Phone seems a little better than A1+. I wish it would have Type C charging. I'm surprised to see the camera quality, display and battery timing of this phone. A perfect phone in this range with very few compromises. Highly recommended."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,r S.,"Assalamu Alaikum, Thank God & Thanks Daraz Team & Wander/seller (XIAOMI). Good Packing & Short Delivery time. Original Product 100%. Recommended. Khushe hai ke AAZADI SALE mai itny Best Price main Redmi A2+ Offer kiya gya, Thanks Daraz app."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ik S.,"I recently ordered a phone , and I must say it was a convenient experience. The website had a user-friendly interface, making it easy to browse and compare options. Placing the order was straightforward, and they provided clear shipping information. The phone arrived in good condition and on time. Overall, a hassle-free online phone shopping experience."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,al,received my order .The product is very good .I am satisfied with Daraz and the seller response is good .But LCS service is poor due to not deliver my parcel to me not to inform me and delivered my parcel any other address.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,an A.,Very good quality and design. Mobile is genuine and working fine so far. Delivery was quite quick and I received the mobile next day of ordering. price was competitive with market. thank you Daraz.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,al A.,Genuine product and good cell phone in this range .. got at the lowest price through HBL Mega Deal 👍 .. Properly packed and timely delivered .. Satisfied with the seller 🙂 .. Cheers 🙂 !! #11.11
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,a K.,Awesome 😎 💯% Original Product In This Price Range The Best Of The Best Mobile MI Redmi A2 Plus (3/64).... Thumbs up 👍 Is Price Range May Use Mobiles Ya Refurbish Mobile Milty hain To Kun Apnay Pasay Zaya Karain Use Or Refurbish Mobile lay kar Jab MI Redmi Day Raha Hay Brand New Box Pack Mobile MI Redmi A2 Plus (3/64) Bhot Hi Kaam Price May .....
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ia,kmallllll hi hogyaaaa😍😍😍hrgiz b ni lgta tha k daraz sy mob b itny best milty hain...first time daraz sy kuch mngaya wo b direct mob mnga liya or drr tha k paisy gay mery lekin boht zbrdst mob mil gya seller boht honest hai bhiiii thank you or delivery boy ny to kmal hi krdiya time sy pehly hi delivery krdi😍❤️
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,r H.,"Assalamualaikum, I placed the order fearing not to be scammed, but thanks to Allah, the experience was good, but it is a good mobile at this price, thanks to the seller and the drawer app. ❤️❤️❤️"
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ammad K.,"Authentic and genuine product, good packing but badly handled by daraz i guess. delivered within timeline. highly recommend seller. thank you so much."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*8,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,.,Excellent Product and Original one. I bought it in #11.11 Sale. #11.11 is valuable for money saving. Awesome discount i get and original product i receive. Very fast delivery services. Xiaomi is doing very very good as always and daraz done it again very awesome sale. Thank you #daraz and #xiaomi 😊
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ammad K.,"Authentic and genuine product, good packing but badly handled by daraz i guess. delivered within timeline. highly recommend seller. thank you so much."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*8,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,.,Excellent Product and Original one. I bought it in #11.11 Sale. #11.11 is valuable for money saving. Awesome discount i get and original product i receive. Very fast delivery services. Xiaomi is doing very very good as always and daraz done it again very awesome sale. Thank you #daraz and #xiaomi 😊
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ammad K.,"Authentic and genuine product, good packing but badly handled by daraz i guess. delivered within timeline. highly recommend seller. thank you so much."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*8,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,.,Excellent Product and Original one. I bought it in #11.11 Sale. #11.11 is valuable for money saving. Awesome discount i get and original product i receive. Very fast delivery services. Xiaomi is doing very very good as always and daraz done it again very awesome sale. Thank you #daraz and #xiaomi 😊
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,ammad K.,"Authentic and genuine product, good packing but badly handled by daraz i guess. delivered within timeline. highly recommend seller. thank you so much."
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,*8,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.
Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,.,Excellent Product and Original one. I bought it in #11.11 Sale. #11.11 is valuable for money saving. Awesome discount i get and original product i receive. Very fast delivery services. Xiaomi is doing very very good as always and daraz done it again very awesome sale. Thank you #daraz and #xiaomi 😊
